Código,NOMBRE DE LUGAR POBLADO,C1,C2
20202032,LOS TORRES,66,158
20202033,LLANO GRANDE,86,227
20202034,MATA PALO,74,171
20202036,EL AROMO,3,7
20202037,RÍO HATO,44,93
20202038,ROMA (P),25,62
20202039,LOS CHIRÚ,40,94
20202041,LA PALMA No.1,2,2
20202043,LA PEDREGOSA,1,4
20202044,LLANO EL TIGRE,2,2
20202045,ALTOS DEL BARRERO,8,14
20202048,EL VALLE (P),3,1
20203001,BUEN RETIRO,265,577
20203002,EL CHIRÚ (P),290,657
20203003,EL HATILLO,38,59
20203005,EL RINCÓN,79,121
20203006,JUAN HOMBRÓN,225,301
20203008,PALO VERDE,240,650
20203010,PUEBLO NUEVO,317,884
20203011,RÍO CHICO,2,4
20203012,SANTA FE  O CULTIVOS JUAN HOMBRÓN,23,0
20203013,HACIENDA SANTA MÓNICA,6,2
20203014,LA ROMANA,4,0
20203015,BUENA  VENTURA (P),711,126
20203016,HACIENDA MULTIGANADERA,2,5
20203018,LLANO GRANDE (P),74,218
20203019,LLANO SÁNCHEZ,95,162
20203020,LOS AGUILARES (P),18,47
20203021,QUEBRADA LAS YEGUAS,11,23
20203022,HATO VIEJO,7,6
20203023,SENDEROS DE SANTA MÓNICA,180,47
20204001,EL ESPINO,109,177
20204002,EL JOBO,22,61
20204003,EL MARAÑÓN,208,468
20204004,EL RETIRO,254,622
20204005,LA PEDREGOSA,39,57
20204007,CABALLERITO (P),2,4
20204008,LOS REYES,20,35
20204009,LOS SAMANIEGOS,97,158
20204010,LOS TORREROS,20,45
20204011,LLANO GRANDE,437,832
20204012,PANAMACITO,37,104
20204014,LA SOLEDAD,56,135
20204015,SAN JOSÉ No.2,38,152
20204016,LLANO BONITO No.1 (P),27,75
20204017,LOS REYES No.1 (P),2,0
20204018,EL CHIRÚ (P),6,7
20204019,PARAÍSO ESCONDIDO,15,3
20204020,LLANO GRANDE NEWS,12,2
20205001,EL VALLE (P),3199,6960
20205002,LA MESA,57,141
20205003,QUEBRADA AMARILLA,98,236
20205004,LA AMAPOLA,29,57
20205005,ALTO DE LA MESA,67,171
20205007,LA INDIA (P),19,30
20206002,EL JAGÜITO,151,372
20206003,EL JOBO,56,65
20206005,JUAN DÍAZ,580,1510
20206006,LA COLORADA,165,461
20206008,LA TORTUGUILLA,176,354
20206009,LA IGUANA,3,6
20206010,"ACUACULTURA LOS AZULES, S.A.",2,0
20206011,FINCA LA ROSA DE LOS VIENTOS,4,0
20206013,RESIDENCIAL VISTA DEL RÍO,48,34
20206014,EL BAJITO,162,501
20206015,EL COROTÚ,81,212
20206016,FINCA EL GUINEO (P),1,1
20206017,LA CHORRERA,1,0
20207002,ALTO DE LA GLORIA,11,13
20207003,ARENILLA O TORO BRAVO,21,42
20207004,BOCA DE RÍO HATO,369,20
20207006,CHUMICO REDONDO,56,57
20207007,EL CHUMICO O EL COMEJÉN,7,15
20207008,LAS GUÍAS DE OCCIDENTE O EL ESPINO,174,362
20207010,EL LIMÓN,126,370
20207011,LLANO BONITO No.1 (P),214,536
20207012,PLATANAL,152,357
20207013,FARALLÓN,351,476
20207016,LAS LOMAS,63,197
20207017,LA PACORA,50,95
20207019,LAS GUÍAS ORIENTE,616,1482
20207020,LAS MATAS,214,559
20207022,LAS TRANCAS,108,316
20207023,LOS POLLOS,773,1782
20207024,LLANO BONITO No.2,184,354
20207026,PALO VERDE,135,291
20207027,PLAYA BLANCA,80,27
20207028,PONEDERO,13,30
20207029,PUEBLO NUEVO O EL JOBO,61,138
20207030,RÍO HATO,2788,6815
20207032,SANTA CLARA,409,276
20207034,FOSTER,2,0
20207035,SEA CLIFF,85,54
20207036,BOCA DE PATIÑO,137,15
20207037,EL PIRAL,40,124
20207038,LA PLAYA DE SANTA CLARA,29,76
20207040,LOS CUERNOS,8,18
20207041,ROMA (P),1,2
20207043,AGROGANADERA COCLÉ,2,2
20207045,COSTA ARENA,20,12
20207046,DESARROLLO SANTA CLARA,1,4
20207047,EL JOBITO,93,226
20207048,ENTRADA DE PLAYA BLANCA,3,6
20207050,FINCA BENDECIDA,3,0
20207051,FINCA LAS PALMERAS,7,17
20207053,HOTEL ROYAL DECAMERON,1,18
20207054,LAS BRUJAS,9,4
20207055,NUEVO FARALLÓN,75,254
20207056,COSTA BLANCA VILLAS,323,119
20207057,BARCELÓ PLAYA BLANCA,892,208
20207058,QUINTAS SOL Y MAR,20,6
20207059,BIJAO,768,71
20207060,SOL Y MAR,40,28
20207061,IBIZA RESIDENCES,130,17
20207062,IBIZA VILLAGE,119,24
20207063,BUENAVENTURA (P),181,33
20207064,LOS NARANJOS,4,2
20207065,URBANIZACIÓN BRISAS DE SEA CLIFF,19,0
20208001,ALTO DE LA ESTANCIA (P),272,956
20208005,BAJO GRANDE,7,26
20208014,CHUMICAL,136,331
20208016,ÁGUILA ABAJO O EL PALMAR,14,35
20208017,ENTRADERO,350,1200
20208025,LA CHAPA,17,52
20208029,CHORRERITA No.1,97,345
20208030,CHORRERITA No.2,24,56
20208032,LA ESTANCIA,57,139
20208033,EL SALADO,152,315
20208035,LA SALINA,23,48
20208040,LOS MARTÍNEZ,80,224
20208041,LOS MENDOZAS,21,47
20208042,LOS MENESES,18,33
20208043,LOS MORÁN,15,51
20208045,LOS REYES,100,318
20208048,LOS VALDÉZ,58,138
20208055,SAN JUAN DE DIOS,183,518
20208056,SANTA ELENA O LAS CABUYAS,25,53
20208059,EL COCA,8,23
20208062,ALTO MÉXICO,40,145
20208063,NUEVO MÉXICO,10,22
20208064,LA INDIA (P),31,64
20208066,SAN JOSÉ,72,310
20208067,ALTOS DEL COCA,7,17
20208068,LAS PEÑITAS,34,72
20209001,BUENOS AIRES,9,12
20209004,LAS PEÑITAS,76,165
20209006,LOS GONZÁLEZ,39,107
20209007,LOS PÉREZ,106,284
20209008,LOS SÁNCHEZ,13,22
20209009,LLANO GRANDE (P),101,222
20209010,PUEBLO NUEVO,107,233
20209011,QUEBRADA GRANDE,147,288
20209013,SANTA RITA,277,571
20209014,SANTA RITA ABAJO,101,219
20209015,LOS REYES No.1 (P),48,91
20209016,BELLA FLORIDA,153,338
20209017,LA GRANADILLA,16,42
20209018,LOS AGUILARES (P),8,32
20209019,LOS ALONSO,52,121
20209020,CABALLERITO (P),2,1
20209021,CERRO GORDO,5,2
20209022,SAN JOSÉ No.1,1,3
20209023,CABECERA DE RÍO CHICO,21,50
20209024,LLANO GRANDE No.1,5,3
20209025,PIEDRA AMARILLA,14,24
20210001,ALTO DE RÍO ANTÓN,1,5
20210002,ALTO DE RÍO DE JESÚS,12,20
20210003,BARNIZAL,11,21
20210004,BELLA VISTA,30,91
20210005,BOCA DE CABALLERO,4,15
20210006,CABALLERITO O LOS ALVEOS,58,140
20210007,CABALLERO,52,114
20210008,CERRO LINO,58,112
20210009,EL ÁGUILA  O EL PALMAR,4,11
20210010,EL CIRUELO O LOMA LA PALMA,30,72
20210011,EL HARINO,103,325
20210012,EL LIMÓN,131,241
20210013,EL NANCE,79,207
20210014,EL NARANJO,25,60
20210015,EL NISPERAL,70,217
20210016,EL ROBLE,16,36
20210017,LA COCA,94,284
20210018,LA ESPERANZA,24,61
20210019,LA GLORIA,13,42
20210020,LA GUÁCHARA,27,83
20210021,LA MONTAÑUELA  O LOS MARTÍNEZ,12,19
20210023,LOS CERRITOS,58,132
20210025,LOS POZOS,38,92
20210026,LOS SABINOS,23,65
20210027,LOS SEGUNDOS,9,31
20210028,LLANO BONITO,7,19
20210029,PUEBLO NUEVO,102,306
20210030,QUEBRADA GRANDE,46,134
20210031,RINCÓN CLARO,40,87
20210032,TEBUJO,87,253
20210033,TRANQUILLA,232,560
20210034,TRANQUILLA NORTE,101,231
20210035,PIEDRA HACHA,13,50
20301002,BOQUILLA O LA BOQUILLA,34,107
20301003,CHISNA,7,15
20301004,EL BACO (P),31,85
20301005,EL BARRERO,59,143
20301006,HATO DE LA VIRGEN,38,108
20301007,PICACHO,26,81
20301008,EL RODEO (P),6,17
20301009,FARALLÓN,84,217
20301010,GUARUMAL,2,5
20301011,LA ALBINA,55,121
20301012,LA HERRADA,35,84
20301013,EL PEDREGOSO,47,178
20301014,LA PINTADA,831,2115
20301015,LAS GUABAS,2,2
20301016,LOS REYES,50,104
20301017,LLANO MORENO,5,13
20301018,MEMBRILLAL (P),47,102
20301019,ORARI,44,125
20301020,PALO VERDE,2,11
20301021,PERICO,11,13
20301022,PINTADA VIEJA,64,153
20301023,POTRERILLO,25,40
20301024,NUEVO PARAÍSO O RINCÓN SUCIO,20,43
20301025,SANTANA,93,273
20301026,SANTOS ORTÍZ,24,69
20301028,TORO BRAVO (P),48,101
20301029,VALLE ALEGRE,18,13
20301030,OJO DE AGUA,6,7
20301031,EL BAJITO,18,38
20301032,LA ALBINITA,2,0
20301033,PERECABE,47,107
20301036,EL PEÑONCITO,1,1
20301037,LLANO GRANDE (P),1,6
20302003,BARRIGÓN,31,83
20302005,BOCA DE LOS RÍOS,77,157
20302007,CAÑAVERAL,2,0
20302008,CAÑO SUCIO,11,7
20302016,EL COPÉ,422,1247
20302017,EL ENTRADERO,35,78
20302019,FARALLÓN,51,189
20302021,GUABAL,2,6
20302023,EL HARINO,89,164
20302024,EL JOBO (P),26,56
20302025,LIMÓN,47,139
20302026,EL MACANO,33,54
20302031,PAPELILLO,35,63
20302033,EL POTROSO,44,150
20302034,QUEBRADA HONDURAS,25,47
20302037,EL FALDAR,6,3
20302039,EL TIGRE,4,0
20302041,LA CEIBA,6,0
20302042,LA COLORADA,3,1
20302043,LA CHAQUETA,14,36
20302044,LA CHATA O LOMA CHATA,15,33
20302045,LA CHICHICA,1,0
20302046,LA JUNTA O EL JAGÜITO,10,19
20302048,LA PALMA,1,0
20302049,LA RICA,10,18
20302050,LAS PEÑITAS,4,1
20302053,LAS TIBIAS,100,232
20302057,LOS PÁJAROS,54,165
20302058,LOS PICADORES,23,34
20302061,SANTA MARTA,297,862
20302063,PALMARAZO,20,46
20302066,RÍO BLANCO,76,187
20302067,RÍO BLANCO DEL NORTE,37,97
20302068,RÍO COLORADO,21,34
20302069,SAN JUAN,28,53
20302070,SAN PABLO,42,75
20302071,SORIANO,34,110
20302073,VENTORRILLO,169,351
20302074,VILLALOBOS,73,155
20302081,LAS CUEVAS O SAN JUAN DEL MEDIO,12,24
20302083,LA GARNADERA,1,3
20302088,AGUAS BLANCAS,3,4
20302089,LA MINA No.2,23,28
20302090,LAS TABLAS (P),17,58
20302091,ALTO DEL GALLO,3,11
20302093,VILLA,7,17
20302094,BUENA VISTA,73,216
20302096,TRES BRAZOS DE TURBE (P),13,20
20302097,MOLEJÓN O LOS MOLEJONES (P),65,167
20302099,LOS BATEALES,3,6
20302100,LOS SALTILLOS,3,7
20302101,ACLOSA O LA ACLOSA,1,8
20302103,BATATA,3,2
20302106,EL PORVENIR,1,4
20302107,GUABALITO,5,0
20302108,JAMAICA (P),4,15
20302109,LA CONGA,12,26
20302110,LA GARNADERITA,5,3
20302111,LA TOLLOSA,4,17
20302112,LOS ANDES,35,83
20302113,LOS BATEOS No.1,1,0
20302114,LOS BATEOS No.2,2,2
20302115,LOS PALOS,4,13
20302117,PRIMER PASO,6,20
20302118,PRIMERA CORRIENTE,5,9
20302119,QUEBRADA PIEDRA AMARILLA,3,6
20302121,SALTILLO,5,5
20302123,ALTO DE VENTORRILLO,3,0
20302125,POZO REDONDO,1,8
20302126,ALTO DEL CALVARIO,1,0
20302127,JAGÜITO,2,0
20302128,PAN DE AZÚCAR,1,0
20302129,QUEBRADA LA MONA,10,10
20302130,QUEBRADA LA YEGUA,2,8
20302131,SALTILLO DEL MEDIO,1,0
20303001,AGUA BUENA,72,169
20303003,BERMEJA ABAJO,27,26
20303004,BERMEJA ARRIBA,12,27
20303006,BOCA DE LAS TABLAS,3,6
20303007,CERRO AGÚ,5,6
20303008,CERRO COLORADO,134,316
20303009,EL DUENDE,6,3
20303010,EL ESPINO,154,401
20303011,EL HUECO,9,25
20303012,EL MAGUE,28,73
20303013,EL PITAL (P),1,0
20303014,EL POTRERO,359,670
20303017,LA MADERA,230,588
20303018,LAS CUESTAS,47,63
20303019,LA PALMA,4,1
20303020,LAS TABLAS (P),99,242
20303021,LOMA COLORADA,18,34
20303022,LOMA LARGA,5,3
20303023,PIEDRA AMARILLA,72,134
20303024,PIEDRAS BLANCAS,101,248
20303025,POTRELLANO,90,191
20303026,MOLEJONAR O PUNTA FRESCA,5,5
20303027,EL VELADERO,1,0
20303028,ALTO DEL CHIRÚ,23,41
20303029,ALTO DE LAS CUESTAS,7,11
20303030,LA LOMA,31,101
20303031,TORO BRAVO (P),27,44
20303033,LA ISLETA DEL POTRERO,12,22
20304001,AGUA FRÍA,78,336
20304002,ALGARROBAL,33,102
20304003,ALMORZADERO,8,12
20304005,BAJO PERICO,20,49
20304023,EL CHUMICAL,85,223
20304027,CACIQUE,20,66
20304030,EL JAGÜITO,80,246
20304040,ENTRADERO,3,4
20304048,LA HONDA,87,209
20304050,MULA,12,36
20304058,LA VENTA,83,204
20304060,LOMA DE PAJA,1,2
20304064,LUISA,34,89
20304065,LLANO GRANDE (P),203,546
20304067,MOHINO,2,2
20304070,ORERA O QUEBRADA ORERA,2,1
20304071,PAGUA,127,372
20304072,PAPAYAL,19,51
20304081,SABANETA ARRIBA,86,230
20304082,SABANETA DE LLANO GRANDE O SAN ANTONIO,166,405
20304084,SABENETA DEL PALMAR,45,123
20304086,SAN JUANITO,66,223
20304087,SANTA CRUZ,18,53
20304088,SANTA FE,8,5
20304089,SARDINA No.4,1,0
20304123,EL PALMAR ABAJO,53,131
20304145,LAS MINAS (P),1,6
20304156,CERRO PELADO,10,20
20304158,AGUAS BLANCAS (P),12,31
20304161,EL CHORRO,15,33
20304162,EL PALMAR ARRIBA,98,304
20304167,LOS POTRERILLOS,1,0
20305001,EL HIGO O EL HIGUITO,9,17
20305002,ALTO DEL JOBO,19,37
20305004,BERMEJO,93,168
20305006,BUENAVENTURA,14,44
20305007,CERRO CORRAL,50,119
20305008,CERRO DEL MEDIO,24,58
20305009,COROTÚ,17,23
20305010,EL CALABAZO,210,549
20305011,EL GUABO,77,156
20305013,EL JOBO,125,326
20305014,EL PALOMO,22,54
20305015,EL RODEO (P),12,22
20305016,LA VIEJA,1,0
20305017,JORONES,6,7
20305018,JUAN JULIO,21,52
20305019,LA CIDRA,18,60
20305020,LA CHAVELA,42,102
20305022,LA PICADURA,23,27
20305023,LAS DELICIAS,70,186
20305024,LAS LAJAS,50,118
20305027,LOS LIMONES,23,69
20305030,MACHUCA,256,775
20305031,MANGUESAL,6,0
20305032,OCUSITO,10,15
20305033,PACORA,39,114
20305034,EL PERÚ,13,35
20305035,PIEDRAS GORDAS,214,550
20305036,PLATANAL,28,45
20305039,SARDINA,42,143
20305040,EL BONGO,14,41
20305041,EL RAYADO,8,3
20305043,COROZAL,47,157
20305044,CERRO HACHA O EL HACHA,15,39
20305045,JUJUCAL,81,290
20305046,BATATAL,4,7
20305047,AGUA FRÍA,9,14
20305049,EL MAMEY,18,60
20305050,EL TEJAL,8,5
20305051,LA ARENOSA,2,0
20305052,EL TIBIAL,2,0
20305053,SAN LUCAS,11,19
20305054,JESÚS MARÍA,1,2
20305057,ZANCUDO,7,11
20305058,EL BATEAL,14,35
20305059,EL MESANO,4,1
20305060,CABECERA DE BUENAVENTURA,1,0
20305061,CEDRO HUECO,11,35
20305063,SARDINA ARRIBA,21,76
20305064,EL BACO (P),9,14
20305066,ALTO DE NARICES,12,33
20306002,ANA MARÍA,22,48
20306003,BAJO GRANDE (P),112,223
20306004,BALENCILLO No.1,6,0
20306005,BELLA VISTA,20,39
20306006,CALABACITO,1,0
20306007,CAÑA BLANCA,15,22
20306008,CAÑABLANCAL,8,13
20306009,CORTE DE PAJA,6,10
20306010,EL CALABAZO,94,237
20306011,EL CEDRO,5,10
20306012,EL CHEPANO,5,18
20306013,EL CIRUELITO,13,25
20306014,EL JOBO (P),14,49
20306015,EL MANGLAR,3,9
20306016,EL NÍSPERO,6,20
20306017,EL PEDREGOSO,2,5
20306018,EL SILENCIO,11,19
20306019,EL TIGRERO,9,22
20306020,FLAMENCO,42,125
20306021,LA  CABUYA,12,32
20306022,LAS MINAS,86,193
20306023,LA TORONJA,19,17
20306024,LA TRINIDAD,98,209
20306025,LAS POTRERAS,2,2
20306026,LOMA BONITA,99,205
20306027,OJO DE AGUA,161,373
20306028,PERICO O CERRO PERICO,1,0
20306029,PIEDRAS BLANCAS,14,41
20306030,QUEBRADA GRANDE,30,73
20306031,QUEBRADA HONDA,53,117
20306032,VARILLAL,54,164
20306033,EL FRAILECITO,1,0
20306035,ZAPILLO,24,0
20306036,ZAPILLITO,24,0
20306037,ALTO DEL ALSANAGUA,13,9
20306038,BAJO DE LA PITA,2,0
20306039,LAS LOMAS,12,11
20306040,CERRO CHILENO,3,10
20307001,AHOGADA DE LAS YUCAS,16,53
20307002,ARENAL GRANDE,44,119
20307003,BATATILLAL,17,77
20307005,BOCA DE TOABRÉ (P),3,2
20307007,CANOA (P),26,66
20307008,CAÑAVERAL,9,20
20307009,EL CASCAJAL,169,512
20307010,CERRO BEJUCO,4,6
20307011,CHIRIBITAL,1,0
20307012,COQUILLO O ALTOS DEL COQUILLO,23,95
20307013,CULEBRA,1,0
20307014,CUTEVA,83,242
20307015,CUTEVILLA,155,539
20307016,CUTEVILLA ARRIBA,1,0
20307017,CUTEVITA,8,8
20307019,EL BONGO No.1,1,2
20307022,EL CONEJO,3,4
20307023,EL ESPINO,1,0
20307025,EL MERO,4,22
20307026,EL PIFÁ,7,5
20307027,EL SANTÍSIMO,3,7
20307028,EL VALLE DE SANTA MARÍA,36,113
20307029,EMBARCADERO DEL CASCAJAL,72,213
20307030,FRAILE,11,18
20307031,HACHA,65,162
20307032,LA JURURÚA (P),2,8
20307033,LA BRUJA O QUEBRADA LA VIEJITA (P),1,0
20307034,LA COLONIA,1,0
20307035,LA CONGA,6,12
20307036,LA HUACA,4,8
20307037,LA PEDREGOSA,1,0
20307038,LA PELUDA,2,1
20307039,LA PERDÍZ,3,31
20307041,LA TIGRERA,6,18
20307042,LA TRAVIESA,6,6
20307043,LA TULÚA (P),8,27
20307044,LAGARTERITO,2,8
20307046,LOS GONZÁLEZ,3,0
20307047,LOS MACHOS,1,0
20307048,LOS TICOLES (P),7,19
20307052,MOLEJÓN,145,429
20307053,MOLEJÓN ABAJO,12,23
20307054,MORENO,16,32
20307055,NARICES,11,24
20307056,PEDREGOSA,1,3
20307057,QUEBRADA DEL MEDIO,3,4
20307058,QUEBRADA EL PIFÁ,3,8
20307059,QUEBRADA EL TIGRERO,1,0
20307060,QUEBRADA TIBURÓN,2,4
20307061,QUEBRADA TIGRE,3,12
20307062,QUEBRADA ZAPOTE,12,26
20307063,RANCHERÍA,97,327
20307064,RÍO CLARO,6,6
20307065,SAN ANTONIO No.2,5,0
20307066,SANTA CECILIA,30,80
20307067,SANTA LUCÍA (P),4,1
20307068,SARDINA No.1,34,93
20307069,SARDINA No.3,4,9
20307070,VILLA DEL CARMEN,380,1249
20307071,BOCA DE RÍO CUTEVA,2,6
20307072,EL SALTILLO,6,4
20307073,GALLINERO (P),1,0
20307074,LA LEGUA,4,0
20307076,JUANCHÓN (P),3,0
20307077,BARRIADA EL SANTÍSIMO,4,9
20307078,CERRO BODOQUILLAL,3,5
20307080,LA DUEÑA,1,1
20307081,LOMA GRANDE,10,27
20307082,MACHONSITO,1,4
20307083,MANATÍ (P),1,11
20307084,QUEBRADA MOLEJÓN,1,0
20307085,SABANITA VERDE (P),1,0
20307086,SAN JUANITO,3,2
20401002,SAN CRISTÓBAL,12,11
20401006,EL PASO REAL,18,52
20401008,LOS ALGARROBOS,3,2
20401011,MATA DE LOS REYES,59,184
20401012,MATA PALO,48,114
20401013,NATÁ,2107,5635
20401015,LA MARGARIA O LAS MARGARITAS,47,143
20401016,"COMPAÑÍA AZUCARERA LA ESTRELLA, S.A. (P)",22,39
20401018,LAS LISAS,5,2
20401019,VÍA INTERAMERICANA,18,49
20401021,CHUMUNGU,42,84
20401022,FINCA AGROPECUARIA DON ARCELIO,1,1
20401023,FINCA AGUA AZUL,1,0
20401024,INDUSTRIA CAMARONERA DE PANAMÁ,2,1
20402002,CAPELLANÍA O LAS GUABAS (P),881,2350
20402005,CIÉNAGA REDONDA O EL ESPINO,94,197
20402008,EL CERRO O EL CERRO CAPELLÁN,15,19
20402010,EL LIMÓN,103,331
20402013,"COMPAÑÍA AZUCARERA LA ESTRELLA, S.A. (P)",30,17
20402023,EL ESPINO,9,8
20402025,GUARUMILLO,17,36
20402027,PEÑAS PRIETAS,11,9
20403002,CERRO CHATO,4,9
20403003,CHURUBÉ ABAJO,348,783
20403004,CHURUBÉ ARRIBA,167,377
20403005,EL CAÑO,524,1110
20403006,EL OLIVO,165,354
20403007,EL PIÑAL (P),21,40
20403008,LA SALINETA,48,70
20403009,LOS VALLES (P),9,12
20403010,MEDIO DE LOS CERROS,2,0
20403011,CERRO MUELA,2,0
20403012,SAN MIGUEL,6,10
20403013,SANTA LUCÍA O BATATILLA,214,544
20403014,VIRULÍ,59,124
20403015,PEÑA PRIETA,6,7
20404001,CAIMITILLO,30,66
20404002,CHIRVA,8,9
20404003,EL ESPAVE,11,31
20404004,EL FRAILE O FLAIRE,13,22
20404005,EL OTOAL,30,62
20404007,EL VALLE,12,27
20404008,GARICÍN,2,2
20404009,GUZMÁN,135,252
20404010,LAS LAJAS,1,0
20404011,LA YEGUADA,7,15
20404012,LLANO EL FRAILE O LLANOS DEL FLAIRE,9,10
20404013,LOS PAULINOS,62,160
20404014,MATA HAMBRE,16,36
20404015,PIEDRAS BLANCAS,24,41
20404016,PIEDRAS GORDAS,3,5
20404017,SAPILLO ABAJO O MATA DE ARROZ,8,19
20404018,SAPILLO ARRIBA O CARACUCHA,34,106
20404019,EL PIÑAL (P),2,0
20404022,EL OREJITO,4,0
20404023,LA MATA,3,0
20404024,LOS VALLES (P),7,10
20404025,LLANO VERDE,1,0
20404026,HONDURAS No.2,22,33
20404027,PALENQUE,1,0
20404028,SALITRAL,32,62
20404029,EL GUANÁBANO,2,1
20404030,EL JOBO,1,0
20404031,ALTOS DEL FRAILE,3,9
20405001,BAJO AGUACATE,7,17
20405003,CAIMITILLO,3,14
20405004,CAMPANARIO,18,26
20405006,DON JUAN,23,48
20405007,EL CERRO O LOMA REDONDA,9,23
20405010,EL QUIJE (P),130,473
20405011,EL RINCÓN,20,41
20405014,LA CULEBRA,14,44
20405015,LAS HUACAS DEL QUIJE,200,440
20405016,LAS LAJAS,16,32
20405017,LA MARCELA,3,2
20405018,LA YEGUADA,40,85
20405020,LOS CERRITOS,12,48
20405023,LLANO CONCHO (P),1,2
20405026,RÍO CO,8,17
20405028,ROJITO,3,2
20405029,SABANETA,10,28
20405030,SALITRAL,23,59
20405031,COIBITA,2,0
20405032,COROTÚ,4,5
20405034,PASO CANOA,21,60
20405036,CORALILLO,2,1
20405037,EL HORCONCITO (P),7,21
20405038,LA SARDINOSA,7,32
20405039,LAS TRANQUILLAS (P),2,1
20405043,NUEVO CAMPANARIO,2,1
20405048,CERRO ALTO,2,0
20405049,EL ZANCUDO,4,9
20405051,PLAN DE COLÓN,4,4
20405053,LOMA LARGA,10,24
20405054,LOS TORRES (P),4,8
20405055,QUEBRADA GRANDE O CONEJO,4,14
20405056,BAJO LA PALMA,1,0
20405057,EL JONDO,2,0
20405058,LLANO BONITO,1,0
20406001,CERRO PELAO,2,7
20406002,EL HUECO O RINCÓN HONDO,10,19
20406004,CRUZ DE MACANO,21,35
20406005,LA MULA,3,5
20406006,GUAYABITAL O LAS PEÑAS,7,18
20406007,LOMA LARGA,1,1
20406009,LOS PICACHOS,11,15
20406010,LOS RINCONES,2,4
20406012,SAN ANTONIO,37,74
20406013,TIERRA BLANCA,3,7
20406014,TOZA,139,255
20406015,EL CORTEZO (P),578,1479
20406016,EL CORZO,2,1
20406017,LA ENEA,14,25
20406018,LA TORTUGA,32,66
20406019,LLANITO LARGO,19,39
20406020,LAS TRANQUILLAS (P),1,1
20406022,LOS CORRALITOS,108,289
20406024,PIEDRA LA GALLOTA,3,4
20406025,SANTA BÁRBARA,2,2
20406026,LLANO DE GUAYABITAL,21,58
20406028,EL CAMARÓN,3,3
20406030,LOS PATIOS O LOS PATOS,14,30
20407001,ALTO DEL MARAÑÓN O EL CORTEZ,63,168
20407002,CAPELLANÍA O LAS GUABAS (P),3,0
20407003,CERRITO CASA,19,69
20407004,CHUMICOSA,22,35
20407005,CIÉNAGA LARGA,75,190
20407006,COCOBO,18,36
20407007,EL ESPAVÉ,47,100
20407008,EL JOBO,2,2
20407009,EL ROBLITO,77,243
20407010,FLAMENCO,40,95
20407011,LLANO BONITO,9,14
20407012,LLANO DE LA PALMA,189,498
20407014,LLANO LÁZARO,8,15
20407015,LOS CERRITOS,32,68
20407016,LOS LIMPIOS (P),3,5
20407017,RÍO AÑO,25,61
20407018,RÍO CHICO,1,7
20407019,VILLARREAL,205,415
20501001,AGUAS BLANCAS,9,15
20501002,ANDARIEL,6,10
20501003,BUENA VISTA,15,23
20501004,BURRICA,12,12
20501009,LA CIGARRA,1,0
20501012,EL BARNIZ,1,0
20501013,EL BARÓN,32,67
20501015,EL COROZO,7,16
20501019,EL BANCO,11,12
20501022,EL PEDREGOSO,8,18
20501023,LLANO BONITO O HATO BONITO,14,36
20501024,LA CIÉNEGA O ROSARIO,11,23
20501025,EL HATO O HATO NUEVO,62,171
20501026,LA CABUYA,10,18
20501030,LAS LAJITAS,70,154
20501032,LA YEGUADA,5,0
20501033,LA ZOTA,48,129
20501034,LOS CABRITOS (P),30,60
20501036,EL PICACHO (P),8,3
20501038,MARAÑÓN,4,2
20501039,OLÁ,166,417
20501040,PIEDRAS GORDAS,42,70
20501041,QUEBRADA GRANDE (P),1,1
20501042,RODEITO,2,3
20501043,SAN JUAN,59,143
20501045,SURUBA,9,10
20501047,LA MESITA,7,17
20501049,EL PAJOSO,4,10
20501050,EL CRUCE,10,20
20501053,GUIRÍ (P),3,8
20501054,PALO PARADO (P),1,1
20501055,LOMA CHATA (P),2,3
20501056,CERRO GORDO,1,0
20501058,EL PEÑÓN,1,0
20502001,EL AJICO,12,32
20502002,BARAÑA,24,42
20502005,CERRO AGÚ O ESPAVECITO,2,0
20502006,CERRO ALTO,1,0
20502009,CERRO PELADO,2,4
20502010,CHUMICOSA,28,63
20502011,LLANO LAS MULAS,2,2
20502012,LA CABIMA,3,6
20502013,EL COPÉ,70,184
20502014,EL CRISTO,80,205
20502015,LA TRINA,6,9
20502018,MACANO O MACANITO,9,18
20502019,EL RATÓN,2,0
20502020,HATO VIEJO,17,35
20502021,HIJO DE DIOS No.1,19,80
20502022,HIJO DE DIOS No.2,25,76
20502023,GAITA,14,24
20502024,LA MATA,7,19
20502025,LA MESA,24,45
20502026,LOS CABRITOS (P),1,0
20502027,LOS CARACOLES,34,62
20502028,LOMA BLANCA O CHUMICOSA,45,135
20502029,QUEBRADA MARCELA,6,13
20502031,LLANO CONCHO (P),2,0
20502033,LAS TIBIAS,16,64
20502034,PALO PARADO (P),11,36
20502037,LA RODA,3,5
20502039,SAN ROQUITO,82,171
20502041,LUISA,62,157
20502042,EL GUAYABO,2,4
20502043,EL PICHÓN,2,0
20502046,LOMA DEL GUÁSIMO,3,3
20502049,PONTÓN,2,2
20502050,QUEBRADA TRANQUILLA,2,0
20502051,LA MINA,1,2
20502052,QUEBRADA GRANDE (P),2,5
20502053,EL HORCONCITO (P),1,0
20503001,BOCA DE BEJUCO,4,7
20503002,BAJO GRANDE (P),23,64
20503003,EL CALABACITO,1,0
20503005,CERRO DE PAJA,15,36
20503006,CHICHICAL,7,2
